3z 150 mg, pó para suspensão oral, 150 mg
3z 200 mg, pó para suspensão oral, 200 mg
3z 250 mg, pó para suspensão oral, 250 mg
3z 500 mg, pó para suspensão oral, 500 mg
AAS 150, 150 mg
Topiramato Generis Phar, 100 mg
Topiramato Generis Phar, 200 mg
Topiramato Generis Phar, 25 mg
Topiramato Generis Phar, 50 mg
Topiramato Generis, 100 mg
Topiramato Generis, 200 mg
Topiramato Generis, 25 mg
Topiramato Generis, 50 mg
Topiramato GP, 100 mg
Topiramato GP, 200 mg
Topiramato GP, 25 mg
Topiramato GP, 50 mg
Topiramato Mylan, 100 mg
Topiramato Mylan, 200 mg
Topiramato Mylan, 25 mg
Topiramato Mylan, 50 mg
Topiramato ratiopharm, 100 mg
Topiramato ratiopharm, 25 mg
Topiramato ratiopharm, 50 mg
Topiramato Sandoz 100 mg Comprimidos, 100 mg
Topiramato Sandoz 25 mg Cápsulas, 25 mg
Topiramato Sandoz 50 mg Cápsulas, 50 mg
Topiramato Teva, 100 mg
Topiramato Teva, 200 mg
Topiramato Teva, 25 mg
Topiramato Teva, 50 mg
Topiramato toLife 100 mg Comprimidos, 100 mg
Topiramato toLife 200 mg Comprimidos, 200 mg
Topiramato toLife 25 mg Comprimidos, 25 mg
Topiramato toLife 50 mg Comprimidos, 50 mg
Topiramato Tomix, 100 mg
Topiramato Tomix, 200 mg
Topiramato Tomix, 25 mg
Topiramato Tomix, 50 mg
Topiramato Wynn, 100 mg
Topiramato Wynn, 200 mg
Topiramato Wynn, 25 mg
Topiramato Wynn, 50 mg
Toseína, 2 mg/ml
Tosseque, 0.8 mg/ml
Toujeo, 300 U/ml
Tovanor Breezhaler, 44 µg
Trajenta, 5 mg
Tramadol + Paracetamol Aristo, 37.5 mg + 325 mg
Tramadol + Paracetamol Aristo, 75 mg + 650 mg
Tramadol + Paracetamol Aurobindo, 37.5 mg + 325 mg
Tramadol + Paracetamol Aurovitas, 37.5 mg + 325 mg
Tramadol + Paracetamol Bene, 37.5 mg + 325 mg
Tramadol + Paracetamol Bluepharma, 37.5 mg + 325 mg
Tramadol + Paracetamol Bluepharma, 75 mg + 650 mg
Tramadol + Paracetamol Ciclum, 37.5 mg + 325 mg
Tramadol + Paracetamol Generis, 37.5 mg + 325 mg
Tramadol + Paracetamol Krka, 37.5 mg + 325 mg
Tramadol + Paracetamol Krka, 75 mg + 650 mg
Tramadol + Paracetamol Labesfal, 75 mg + 650 mg
Tramadol + Paracetamol Mylan, 37.5 mg + 325 mg
Tramadol + Paracetamol Pharmakern, 37.5 mg + 325 mg
Tramadol + Paracetamol Ratiopharm, 37.5 mg + 325 mg
Tramadol + Paracetamol ratiopharm, 75 mg + 650 mg
Tramadol + Paracetamol Richter, 37.5 mg + 325 mg
Tramadol + Paracetamol Sandoz, 37.5 mg + 325 mg
Tramadol + Paracetamol toLife, 37.5 mg + 325 mg
Tramadol + Paracetamol toLife, 75 mg + 650 mg
Tramadol + Paracetamol Vitalion, 37.5 mg + 325 mg
Tramadol + Paracetamol Zentiva, 37.5 mg + 325 mg
Tramadol Aurovitas, 100 mg
Tramadol Aurovitas, 150 mg
Tramadol Aurovitas, 200 mg
Tramadol Aurovitas, 50 mg
Tramadol Azevedos, 50 mg
Tramadol Basi, 100 mg/2 ml
Tramadol Basi, 50 mg/1 ml
Tramadol Ciclum 50 mg, cápsulas, 50 mg
Tramadol Ciclum, 100 mg/ml
Tramadol Generis 100 mg/ml Solução Oral, 100 mg/ml
Tramadol Generis Phar, 50 mg
Tramadol Generis, 50 mg
Tramadol Krka, 50 mg
Tramadol Labesfal, 100 mg
Tramadol Labesfal, 100 mg/2 ml
Tramadol Labesfal, 50 mg
Tramadol Labesfal, 50 mg/1 ml
Tramadol Mylan, 100 mg
Tramadol Mylan, 100 mg/2 ml
Tramadol Mylan, 100 mg/ml
Tramadol Mylan, 150 mg
Tramadol Mylan, 200 mg
Tramadol Mylan, 50 mg
Tramadol TAD, 100 mg
Tramadol TAD, 150 mg
Tramadol TAD, 200 mg
Tramal retard, 100 mg
Tramal retard, 150 mg
Tramal retard, 200 mg
Tramal, 100 mg/2 ml
Tramal, 100 mg/ml
Tramal, 50 mg
Tram-u-ron OD, 100 mg
Tram-u-ron OD, 150 mg
Tram-u-ron OD, 200 mg
Trandolapril Generis, 0.5 mg
Trandolapril Generis, 2 mg
Trandolapril Generis, 4 mg
Trandolapril Mylan, 0.5 mg
Trandolapril Mylan, 2 mg
Transact Lat, 40 mg
Transpulmina (Adulto), 25 mg/g + 100 mg/g + 50 mg/g
Transpulmina (Adulto), 27 mg + 65 mg + 9 mg
Transpulmina (Infantil), 13 mg + 31 mg + 4 mg
Transpulmina (Infantil), 25 mg/g + 100 mg/g
Transtec 35 µg/h, 35 µg/h
Transtec 52,5 µg/h, 52.5 µg/h
Transtec 70 µg/h, 70 µg/h
Tranxene, 10 mg
Tranxene, 15 mg
Tranxene, 5 mg
Traumeel S, Associação
Trausan, 100 mg/ml
Trausan, 500 mg/2 ml
Travatan, 0.04 mg/ml
Travex Long 150 mg, 150 mg
Travex Long 200 mg, 200 mg
Travex Long 300 mg, 300 mg
Travex Long 400 mg, 400 mg
Travex Rapid, 50 mg
Travex, 100 mg
Travex, 150 mg
Travex, 200 mg
Travex, 50 mg
Travocort, 1 mg/g + 10 mg/g
Travoprost Ciclum, 0.04 mg/ml
Trazodona Farmoz, 100 mg
Trazodona Farmoz, 150 mg
Trazodona Generis, 100 mg
Trazodona Generis, 150 mg
Trazodona Labesfal, 100 mg
Trazodona Labesfal, 150 mg
Trazodona Labesfal, 50 mg
Trazodona Ratiopharm, 100 mg
Trazodona Ratiopharm, 150 mg
Trazone AC, 150 mg
Trazone OD, 150 mg
Trazone OD, 300 mg
Trelegy Ellipta, 92 µg + 55 µg + 22 µg
Trental, 100 mg/5 ml
Trental, 400 mg
Treparin, 250 LSU
Tresiba, 100 U/ml
Tresiba, 200 U/ml
Trevicta, 175 mg
Trevicta, 263 mg
Trevicta, 350 mg
Trevicta, 525 mg
Triapin Mite, 2.5 mg + 2.5 mg
Triapin, 5 mg + 5 mg
Triatec Composto Forte, 5 mg + 25 mg
Triatec Composto, 2.5 mg + 12.5 mg
Triatec, 1.25 mg
Triatec, 10 mg
Triatec, 2.5 mg
Triatec, 5 mg
Tricalma EF, 400 mg
Tricalma, 200 mg
Tricandil, 25000 U
Tricef, 20 mg/ml
Tricef, 400 mg
Tricovivax, 20 mg/ml
Tricovivax, 50 mg/ml
Tridural, 100 mg
Tridural, 200 mg
Tridural, 300 mg
Triesence, 40 mg/ml
Trifene 200, 200 mg
Trifene 400, 400 mg
Trifene 600, 600 mg
Trifene Dispersível, 200 mg
Trifene Efervescente, 200 mg
Trifene, 20 mg/ml
Triflusal Alter 300 mg Cápsulas, 300 mg
Triflusal Ciclum, 300 mg
Triflusal Cinfa, 300 mg
Triflusal Generis, 300 mg
Triflusal Mylan, 300 mg
Triflusal Ratiopharm, 300 mg
Trifosfaneurina, 17.2 mg
Tri-Gynera, Associação
Trileptal, 150 mg
Trileptal, 300 mg
Trileptal, 60 mg/ml
Trileptal, 600 mg
Trimetazidina Bluepharma 20 mg Comprimidos, 20 mg
Trimetazidina Bluepharma LP, 35 mg
Trimetazidina Cinfa 20 mg Comprimidos revestidos por película, 20 mg
Trimetazidina Farmoz, 35 mg
Trimetazidina Generis 20 mg Comprimidos Revestidos, 20 mg
Trimetazidina Generis, 35 mg
Trimetazidina Labesfal 20 mg Comprimidos Revestidos, 20 mg
Trimetazidina Labesfal, 35 mg
Trimetazidina Mylan, 20 mg
Trimetazidina Mylan, 35 mg
Trimetazidina Ratiopharm, 20 mg
Trimetazidina Ratiopharm, 35 mg
Trimetazidina Sandoz, 35 mg
Trimetazidina Teva, 20 mg
Trimetazidina Teva, 35 mg
Tri-Minulet, Associação
Trinalion, 10 mg + 20 mg
Trinalion, 5 mg + 10 mg
Trinalion, 5 mg + 20 mg
Trinomia, 100 mg + 20 mg + 10 mg
Trinomia, 100 mg + 20 mg + 2.5 mg
Trinomia, 100 mg + 20 mg + 5 mg
Trinomia, 100 mg + 40 mg + 10 mg
Trinomia, 100 mg + 40 mg + 2.5 mg
Trinomia, 100 mg + 40 mg + 5 mg
Trinordiol, Associação
Triplixam, 10 mg + 2.5 mg + 10 mg
Triplixam, 10 mg + 2.5 mg + 5 mg
Triplixam, 5 mg + 1.25 mg + 10 mg
Triplixam, 5 mg + 1.25 mg + 5 mg
Trisequens, Associação
Triticum AC, 150 mg
Triticum OD, 150 mg
Triticum OD, 300 mg
Triticum, 100 mg
Trivastal 50 Retard, 50 mg
Triveram, 10 mg + 5 mg + 5 mg
Triveram, 20 mg + 10 mg + 10 mg
Triveram, 20 mg + 10 mg + 5 mg
Triveram, 20 mg + 5 mg + 5 mg
Triveram, 40 mg + 10 mg + 10 mg
Trolovol, 300 mg
Tromalyt 150 mg, 150 mg
Tromalyt GR, 100 mg
Tromalyt, 300 mg
Trophoseptine, 200 mg + 10 mg
Tropicil Top, 10 mg/ml
Tropicil Top, 5 mg/ml
Trosyd, 10 mg/g
Trosyd, 280 mg/ml
Truetest, Associação
Trulicity, 0.75 mg/0.5 ml
Trulicity, 1.5 mg/0.5 ml
Trumenba, 60 µg/0.5 ml + 60 µg/0.5 ml
Trusopt, 20 mg/ml
Tums, 500 mg
Turox, 120 mg
Turox, 30 mg
Turox, 60 mg
Turox, 90 mg
Turresis, 400 mg
Tussican, 3 mg/ml
Tussoral, 1.33 mg/ml
Twicor, 20 mg + 10 mg
Twinrix Adulto, 720 U/1 ml + 0.02 mg/1 ml
Twinrix Pediátrico, 360 U/0.5 ml + 0.01 mg/0.5 ml
Twynsta, 10 mg + 40 mg
Twynsta, 10 mg + 80 mg
Twynsta, 5 mg + 40 mg
Twynsta, 5 mg + 80 mg
Tyverb, 250 mg
Ubenzima, 50 mg
UL-250, 250 mg
Ulcerase, 0.6 U/g
Ulcermin, 1000 mg
Ulcermin, 1000 mg/5 ml
Ulcertec, 60 mg
Ulcimer, 1000 mg
Ulcinil, 2.5 mg
Ulimyo, 5 mg
Ulipristal Accord, 5 mg
Ulipristal Aristo, 30 mg
Ulipristal Ciclum, 5 mg
Ultibro Breezhaler, 43 µg + 85 µg
Ultramidol, 1.5 mg
Ultramidol, 3 mg
Ultraproct, 1 mg + 40 mg
Ultraproct, 1 mg/g + 20 mg/g
Ultra-Vinca, 5 mg
Unakalm, 15 mg
Unakalm, 30 mg
Unglyfol, 50 mg/ml
Unicontin, 400 mg
Unidrox, 600 mg
Unilan, 0.25 mg
Unilan, 0.5 mg
Unilan, 1 mg
Unisedil, 5 mg
Unisol, 0.5 mg + 0.4 mg
Uralyt-U, 145 mg/g + 463 mg/g + 390 mg/g
Urgocor, 32 mg
Uriprim 300, 300 mg
Uriprim, 100 mg
Urispas, 200 mg
Urivesc BID, 20 mg
Urivesc SR, 60 mg
Uroflox, 400 mg
Urorec (DP Mediwin), 8 mg
Urorec, 4 mg
Urorec, 8 mg
Urosat, 120 mg
Urosat, 80 mg
Uro-Vaxom, 6 mg
Urpux, 10 mg/g
Ursitan, 0.75 mg/0.25 ml
Ursofalk, 250 mg
Ursofalk, 500 mg
Utrogestan, 100 mg
Vagifem, 0.010 mg
Vagopax, 3.2 mg
Vagopax, 3.2 mg/ml
Valaciclovir Arpedex, 1000 mg
Valaciclovir Arpedex, 250 mg
Valaciclovir Arpedex, 500 mg
Valaciclovir Aurobindo, 1000 mg
Valaciclovir Aurobindo, 500 mg
Valaciclovir Aurovitas, 1000 mg
Valaciclovir Aurovitas, 500 mg
Valaciclovir Azevedos, 1000 mg
Valaciclovir Azevedos, 500 mg
Valaciclovir Ocram, 1000 mg
Valaciclovir Ocram, 250 mg
Valaciclovir Ocram, 500 mg
Valaciclovir Pentafarma, 1000 mg
Valaciclovir Pentafarma, 250 mg
Valaciclovir Pentafarma, 500 mg
Valaciclovir Tetrafarma, 1000 mg
Valaciclovir Tetrafarma, 250 mg
Valaciclovir Tetrafarma, 500 mg
Valaciclovir toLife, 1000 mg
Valaciclovir toLife, 250 mg
Valaciclovir toLife, 500 mg
Valarox, 10 mg + 160 mg
Valarox, 10 mg + 80 mg
Valarox, 20 mg + 160 mg
Valarox, 20 mg + 80 mg
Valdispert, 125 mg
Valdispert, 45 mg
Valdispert, 450 mg
Valdispertstress, 200 mg + 68 mg
Valdix, 400 mg
Valdoxan, 25 mg
Valeriamed Night, 441.35 mg
Valette, 2 mg + 0.03 mg
Valium, 10 mg
Valium, 5 mg
Valsartan + Hidroclorotiazida Alter Genéricos, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Alter Genéricos, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Alter Genéricos, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Aurobindo, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Aurobindo, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Aurobindo, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Aurovitas, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Aurovitas, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Aurovitas, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Baldacci, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Baldacci, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Baldacci, 320 mg + 12.5 mg
Valsartan + Hidroclorotiazida Baldacci, 320 mg + 25 mg
Valsartan + Hidroclorotiazida Baldacci, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Ciclum, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Ciclum, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Ciclum, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Farmoz, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Farmoz, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Farmoz, 320 mg + 12.5 mg
Valsartan + Hidroclorotiazida Farmoz, 320 mg + 25 mg
Valsartan + Hidroclorotiazida Farmoz, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Generis, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Generis, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Generis, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Limeg, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Limeg, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Limeg, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Mylan, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Mylan, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Mylan, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Pentafarma, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Pentafarma, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Pentafarma, 320 mg + 12.5 mg
Valsartan + Hidroclorotiazida Pentafarma, 320 mg + 25 mg
Valsartan + Hidroclorotiazida Pentafarma, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Pharmakern, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Pharmakern, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Pharmakern, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida ratiopharm, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida ratiopharm, 160 mg + 25 mg
Valsartan + Hidroclorotiazida ratiopharm, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Sandoz, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Sandoz, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Sandoz, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Tetrafarma, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Tetrafarma, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Tetrafarma, 320 mg + 12.5 mg
Valsartan + Hidroclorotiazida Tetrafarma, 320 mg + 25 mg
Valsartan + Hidroclorotiazida Tetrafarma, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Teva, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Teva, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Teva, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida toLife, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida toLife, 160 mg + 25 mg
Valsartan + Hidroclorotiazida toLife, 80 mg + 12.5 mg
Valsartan + Hidroclorotiazida Zentiva, 160 mg + 12.5 mg
Valsartan + Hidroclorotiazida Zentiva, 160 mg + 25 mg
Valsartan + Hidroclorotiazida Zentiva, 80 mg + 12.5 mg
Valsartan Alter, 160 mg
Valsartan Alter, 40 mg
Valsartan Alter, 80 mg
Valsartan Aurobindo, 160 mg
Valsartan Aurobindo, 40 mg
Valsartan Aurobindo, 80 mg
Valsartan Aurovitas, 160 mg
Valsartan Aurovitas, 40 mg
Valsartan Aurovitas, 80 mg
Valsartan Baldacci, 160 mg
Valsartan Baldacci, 320 mg
Valsartan Baldacci, 40 mg
Valsartan Baldacci, 80 mg
Valsartan Ciclum, 160 mg
Valsartan Ciclum, 40 mg
Valsartan Ciclum, 80 mg
Valsartan Cinfa, 160 mg
Valsartan Cinfa, 40 mg
Valsartan Cinfa, 80 mg
Valsartan Farmoz, 160 mg
Valsartan Farmoz, 320 mg
Valsartan Farmoz, 40 mg
Valsartan Farmoz, 80 mg
Valsartan Generis, 160 mg
Valsartan Generis, 40 mg
Valsartan Generis, 80 mg
Valsartan Krka, 320 mg
Valsartan Limeg, 160 mg
Valsartan Limeg, 320 mg
Valsartan Limeg, 40 mg
Valsartan Limeg, 80 mg
Valsartan Mylan, 160 mg
Valsartan Mylan, 40 mg
Valsartan Mylan, 80 mg
Valsartan Pentafarma, 160 mg
Valsartan Pentafarma, 320 mg
Valsartan Pentafarma, 40 mg
Valsartan Pentafarma, 80 mg
Valsartan ratiopharm, 160 mg
Valsartan ratiopharm, 40 mg
Valsartan ratiopharm, 80 mg
Valsartan Sandoz, 160 mg
Valsartan Sandoz, 40 mg
Valsartan Sandoz, 80 mg
Valsartan Tetrafarma, 160 mg
Valsartan Tetrafarma, 320 mg
Valsartan Tetrafarma, 40 mg
Valsartan Tetrafarma, 80 mg
Valsartan Teva, 160 mg
Valsartan Teva, 40 mg
Valsartan Teva, 80 mg
Valsartan toLife, 160 mg
Valsartan toLife, 40 mg
Valsartan toLife, 80 mg
Valsartan Zentiva, 160 mg
Valsartan Zentiva, 40 mg
Valsartan Zentiva, 80 mg
Valtrex, 1000 mg
Valtrex, 250 mg
Valtrex, 500 mg
Vaniqa, 115 mg/g
Vantavo, 70 mg + 2800 U.I.
Vantavo, 70 mg + 5600 U.I.
Vaporil, Associação
Vaqta, 25 U/0.5 ml
Vaqta, 50 U/1 ml
Vardenafil Aristo, 10 mg
Vardenafil Aristo, 20 mg
Vardenafil Aristo, 5 mg
Vardenafil Ciclum, 10 mg
Vardenafil Ciclum, 20 mg
Vardenafil Ciclum, 5 mg
Vardenafil Farmoz, 10 mg
Vardenafil Farmoz, 20 mg
Vardenafil Farmoz, 5 mg
Vardenafil Generis, 10 mg
Vardenafil Generis, 20 mg
Vardenafil Generis, 5 mg
Vardenafil Krka, 10 mg
Vardenafil Krka, 20 mg
Vardenafil toLife, 10 mg
Vardenafil toLife, 20 mg
Vardenafil toLife, 5 mg
Varfine, 5 mg
Varilrix, 10e3.3 UFP/0.5 ml
Varivax, 1350 UFP/0.5 ml
Vascorlen, 5 mg
Vascorlen, 7.5 mg
Vasilium, 10 mg
Vasodipin, 1.5 mg
Vastarel LM, 35 mg
Vastarel, 20 mg
Vastarel, 20 mg/ml
Vaxigrip, Associação
VaxigripTetra, Associação
Ve 150, 150 mg
Vellofent, 133 µg
Vellofent, 267 µg
Vellofent, 400 µg
Vellofent, 533 µg
Vellofent, 67 µg
Vellofent, 800 µg
Velmetia, 1000 mg + 50 mg
Velmetia, 850 mg + 50 mg
Velphoro, 500 mg
Veltassa, 16.8 g
Veltassa, 8.4 g
Venex 900, 900 mg
Venex Forte, 450 mg
Venex, 300 mg
Venlafaxina Alter, 150 mg
Venlafaxina Alter, 37.5 mg
Venlafaxina Alter, 75 mg
Venlafaxina Anova, 150 mg
Venlafaxina Anova, 37.5 mg
Venlafaxina Anova, 75 mg
Venlafaxina Aurobindo, 150 mg
Venlafaxina Aurobindo, 37.5 mg
Venlafaxina Aurobindo, 75 mg
Venlafaxina Aurovitas, 150 mg
Venlafaxina Aurovitas, 37.5 mg
Venlafaxina Aurovitas, 75 mg
Venlafaxina Azevedos, 150 mg
Venlafaxina Azevedos, 37.5 mg
Venlafaxina Azevedos, 75 mg
Venlafaxina Bluefish XR, 150 mg
Venlafaxina Bluefish XR, 75 mg
Venlafaxina Bluepharma, 150 mg
Venlafaxina Bluepharma, 37.5 mg
Venlafaxina Bluepharma, 75 mg
Venlafaxina Ciclum, 150 mg
Venlafaxina Ciclum, 225 mg
Venlafaxina Ciclum, 37.5 mg
Venlafaxina Ciclum, 75 mg
Venlafaxina Eurogenus, 150 mg
Venlafaxina Eurogenus, 37.5 mg
Venlafaxina Eurogenus, 75 mg
Venlafaxina Generis Phar, 150 mg
Venlafaxina Generis Phar, 37.5 mg
Venlafaxina Generis Phar, 75 mg
Venlafaxina Generis, 150 mg
Venlafaxina Generis, 37.5 mg
Venlafaxina Generis, 75 mg
Venlafaxina Krka, 150 mg
Venlafaxina Krka, 37.5 mg
Venlafaxina Krka, 75 mg
Venlafaxina Labesfal, 150 mg
Venlafaxina Labesfal, 37.5 mg
Venlafaxina Labesfal, 75 mg
Venlafaxina Mepha, 150 mg
Venlafaxina Mepha, 37.5 mg
Venlafaxina Mepha, 75 mg
Venlafaxina Mylan, 150 mg
Venlafaxina Mylan, 37.5 mg
Venlafaxina Mylan, 75 mg
Venlafaxina Oara, 150 mg
Venlafaxina Oara, 37.5 mg
Venlafaxina Oara, 75 mg
Venlafaxina Pharmakern, 150 mg
Venlafaxina Pharmakern, 37.5 mg
Venlafaxina Pharmakern, 75 mg
Venlafaxina Ratiopharm, 150 mg
Venlafaxina Ratiopharm, 225 mg
Venlafaxina Ratiopharm, 75 mg
Venlafaxina Sandoz, 150 mg
Venlafaxina Sandoz, 37.5 mg
Venlafaxina Sandoz, 75 mg
Venlafaxina TAD, 150 mg
Venlafaxina TAD, 37.5 mg
Venlafaxina TAD, 75 mg
Venlafaxina Tarmix, 150 mg
Venlafaxina Tarmix, 75 mg
Venlafaxina Teva, 150 mg
Venlafaxina Teva, 37.5 mg
Venlafaxina Teva, 75 mg
Venlafaxina toLife 37.5 mg comprimidos, 37.5 mg
Venlafaxina toLife 75 mg comprimidos, 75 mg
Venlafaxina toLife, 150 mg
Venlafaxina toLife, 37.5 mg
Venlafaxina toLife, 75 mg
Venlafaxina Tubernax, 150 mg
Venlafaxina Tubernax, 75 mg
Venlafaxina Zentiva, 150 mg
Venlafaxina Zentiva, 37.5 mg
Venlafaxina Zentiva, 75 mg
Veno V, 300 mg
Venoparil, 10 mg/g + 50 mg/g
Venoruton (com sabor a laranja), 1000 mg
Venosmil, 20 mg/g
Venosmil, 200 mg
Venotop, 50 mg
Vensa, Associação
Ventilan, 0.4 mg/ml
Ventilan, 0.5 mg/1 ml
Ventilan, 4 mg
Ventilan, 5 mg/5 ml
Ventilan, 5 mg/ml
Ventilan-Inalador, 100 µg/dose
Ventoliber, 1.5 mg/ml + 0.001 mg/ml
Ventoliber, 3 mg/ml + 0.002 mg/ml
Ventoliber, 30 mg + 0.02 mg
Venvit, 360 mg
Venxin, 150 mg
Venxin, 37.5 mg
Venxin, 75 mg
Veraspir Diskus, 100 µg/dose + 50 µg/dose
Veraspir Diskus, 250 µg/dose + 50 µg/dose
Veraspir Diskus, 500 µg/dose + 50 µg/dose
Verolax, 6750 mg
Veroven, 20 mg/g
Veroven, 200 mg
Verrucare, 100 mg/ml + 5 mg/ml
Verrufilm, 167 mg/g
Verrumal, 100 mg/ml + 5 mg/ml
Vesicare, 1 mg/ml
Vesicare, 10 mg
Vesicare, 5 mg
Vesomni, 6 mg + 0.4 mg
Vessatis, 700 mg
Vessel, 250 LSU
Vessel, 600 LSU/2 ml
Viabom, 50 mg
Viagra, 100 mg
Viagra, 25 mg
Viagra, 50 mg
Viartril-S, 1500 mg
Viartril-S, 250 mg
Viartril-S, 400 mg/3 ml
Viartril-S, 750 mg
Viatim, 0.025 mg/0.5 ml + 160 U/0.5 ml
Vibramicina, 100 mg
Vibrocil Actilong Mentol, 1 mg/ml
Vibrocil Actilong, 0.5 mg/ml
Vibrocil Actilong, 1 mg/ml
Vibrocil ActilongDuo, 0.5 mg/ml + 0.6 mg/ml
Vibrocil ActilongProtect, 1 mg/ml + 50 mg/ml
Vibrocil Anti-Alergias, 50 µg/dose
Vibrocil, 0.25 mg/g + 2.5 mg/g
Vibrocil, 0.25 mg/ml + 2.5 mg/ml
Vicks Inalador, 410 mg/g + 410 mg/g
Vicks Sinex Aloé, 0.5 mg/ml
Vicks Vaporub, Associação
Vicks Xarope Antitussico Mel, 1.33 mg/ml
Vicks Xarope Expectorante Mel, 13.33 mg/ml
Vicombil, Associação
Victan, 2 mg
Victoza, 6 mg/ml
Vi-Dailin, Associação
Vidisic Gel, 2 mg/g
Vigamox, 5 mg/ml
Vigantol, 0.5 mg/ml
Vildagliptina Farmoz, 50 mg
Vildagliptina Pentafarma, 50 mg
Vildagliptina Pharmakern, 50 mg
Vildagliptina ratiopharm, 50 mg
Vildagliptina Teva, 50 mg
Vildagliptina Zentiva, 50 mg
Vilfux, 10 mg/ml
Vilotram, 100 mg
Vilotram, 150 mg
Vimovo, 500 mg + 20 mg
Vimpat, 10 mg/ml
Vimpat, 100 mg
Vimpat, 150 mg
Vimpat, 200 mg
Vimpat, 50 mg
Vinpocetina Kern 5 mg comprimidos, 5 mg
Vipdomet, 1000 mg + 12.5 mg
Vipdomet, 850 mg + 12.5 mg
Vipidia, 12.5 mg
Vipidia, 25 mg
Vipidia, 6.25 mg
Vipocem, 5 mg
Viranti, 50 mg/g
Virgan Gele Oftálmico, 1.5 mg/g
Viru-Merz, 10 mg/g
Visacor 10 mg, 10 mg
Visacor 20 mg, 20 mg
Visacor 5 mg, 5 mg
Visadron, 1.25 mg/ml
Visanne, 2 mg
Visine, 0.5 mg/ml
Visotan, 0.03 mg/ml
Visotan, 0.04 mg/ml
Vistabel, 50 U
Visudyne, 15 mg
Vitamina A composta Labesfal, 212.5 U.I./g + 21.25 U.I./g
Vitamina C Alter, 1000 mg
Vitaminac Retard, 500 mg
Vitaminoftalmina A, 50000 U.I./g
Vitaros, 0.3 mg/100 mg
Viternum, 0.6 mg/ml
Viternum, 6 mg
Vitodê, 0.266 mg
Vitodê, 0.266 mg/1.5 ml
Vittopic, 1 mg/g
Vivotif, >= 2 x10e9 UFC
Vizimaco, 0.3 mg/ml + 5 mg/ml
Vizitrav, 0.04 mg/ml
Vokanamet, 1000 mg + 150 mg
Vokanamet, 1000 mg + 50 mg
Vokanamet, 850 mg + 150 mg
Vokanamet, 850 mg + 50 mg
Voltaren 12,5, 12.5 mg
Voltaren 25, 25 mg
Voltaren 75, 75 mg
Voltaren Colírio Unidoses, 0.3 mg/0.3 ml
Voltaren Emulgel, 10 mg/g
Voltaren Emulgelex, 23.2 mg/g
Voltaren Plast, 140 mg
Voltaren Rapid, 50 mg
Voltaren Retard, 100 mg
Voltaren, 1 mg/ml
Voltaren, 100 mg
Voltaren, 50 mg
Voltaren, 75 mg/3 ml
Vomidrine Direct, 50 mg
Vomidrine, 50 mg
Vosevi, 400 mg + 100 mg + 100 mg
Vpriv, 400 U
Vyeve Duo, 10 mg + 10 mg
